WEO Country Code,ISO,Country,Units,Scale,Country/Series-specific Notes,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After
449,OMN,Oman,Percent change,,,5.245,2.983,8.378,6.044,8.492,6.144,3.845,4.831,2.889,6.178,2.704,0.332,6.549,4.483,-1.101,-2.667,1.291,2.49,5.373,4.452,8.201,6.112,1.956,2.565,9.104,5.103,1.423,4.658,4.897,0.346,0.919,-0.825,-10.004,-0.545,11.041,3.534,3.474,3.055,2019
564,PAK,Pakistan,Percent change,,,6.436,4.808,4.589,5.127,7.569,2.097,4.369,5.062,6.599,1.703,3.494,4.182,3.908,1.967,3.112,4.726,7.483,8.958,5.818,5.537,4.988,0.361,2.581,3.624,3.837,3.683,4.053,4.058,4.563,5.219,5.534,1.911,-0.385,1.021,4.046,4.524,4.995,5.024,2020
565,PLW,Palau,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.44,3.579,-3.263,4.856,3.96,-0.406,0.988,-5.414,-5.92,0.111,5.076,1.606,-1.738,5.963,5.04,-0.444,-1.972,5.815,-1.769,-11.4,-7.4,10.3,11.9,1.8,2,2019
283,PAN,Panama,Percent change,,,-13.38,1.562,8.099,9.418,8.203,5.456,2.849,1.752,7.371,6.48,7.332,3.878,2.737,0.558,2.247,4.226,7.508,7.181,8.541,12.111,9.856,1.243,5.828,11.314,9.779,6.903,5.067,5.733,4.953,5.599,3.692,3.006,-8.995,4,5,5,5,5,2019
853,PNG,Papua New Guinea,Percent change,,,2.909,-1.424,-3.132,9.568,13.827,13.334,10.492,-3.446,6.599,-6.343,4.682,1.856,-2.494,-0.123,-0.159,9.046,0.578,4.252,2.537,7.815,-0.296,6.8,10.128,1.108,4.657,3.825,13.544,9.484,4.078,3.538,-0.85,4.933,-3.276,1.187,2.871,3.016,2.763,3.164,2015
288,PRY,Paraguay,Percent change,,,5.881,5.817,4.12,3.49,1.696,4.936,5.318,6.823,1.574,4.243,0.068,-1.366,-2.314,-0.834,-0.021,4.321,4.057,2.133,4.807,5.422,6.359,-0.258,11.144,4.249,-0.539,8.417,4.861,3.08,4.313,4.954,3.356,-0.03,-4,5.5,5,4.2,4.1,4,2018
293,PER,Peru,Percent change,,,-9.422,-13.422,-5.09,2.219,-0.541,5.244,12.308,7.411,2.799,6.476,-0.392,1.495,2.695,0.617,5.454,4.165,4.959,6.285,7.529,8.518,9.143,1.049,8.451,6.452,5.951,5.837,2.394,3.274,4.05,2.475,3.969,2.175,-13.941,7.287,5.003,4.887,3.911,3.797,2019
566,PHL,Philippines,Percent change,,,6.753,6.205,3.037,-0.439,0.374,2.104,4.235,4.49,5.752,5.061,-0.63,3.324,3.851,3.049,3.716,5.087,6.569,4.942,5.316,6.519,4.344,1.448,7.335,3.858,6.897,6.751,6.348,6.348,7.149,6.931,6.341,6.041,-8.262,7.411,6.447,6.469,6.459,6.478,2019
964,POL,Poland,Percent change,,,3.285,3.812,-7.171,-7.005,2.033,4.287,5.239,6.728,6.239,7.086,4.982,4.524,4.26,1.205,1.443,3.562,5.136,3.493,6.179,7.035,4.25,2.82,3.608,5.017,1.608,1.392,3.318,3.839,3.064,4.938,5.349,4.147,-3.56,4.599,4.518,3.668,2.923,2.368,2019
182,PRT,Portugal,Percent change,,,5.34,6.649,7.859,3.37,3.13,-0.687,1.489,2.307,3.504,4.401,4.808,3.907,3.816,1.944,0.771,-0.931,1.789,0.782,1.625,2.507,0.319,-3.122,1.738,-1.696,-4.057,-0.923,0.792,1.792,2.019,3.506,2.637,2.165,-10.002,6.5,4.8,2.9,2,1.7,2019
359,PRI,Puerto Rico,Percent change,,,6.508,4.94,3.781,2.304,4.564,4.645,4.186,4.549,2.314,4.88,6.518,4.413,3.272,9.468,2.17,2.341,1.987,-1.987,-1.41,-1.162,-1.844,-1.952,-0.413,-0.359,0.029,-0.307,-1.19,-1.049,-1.263,-2.657,-4.906,2,-7.5,1.5,0.7,0,-0.3,-0.3,2018
453,QAT,Qatar,Percent change,,,4.7,5.3,-14.644,-1.524,10.424,-0.891,1.929,0.361,4.229,27.745,10.253,3.767,6.946,4.5,6.873,3.987,19.225,7.792,28.082,18.191,17.494,13.063,17.746,11.303,4.73,5.556,5.334,4.753,3.064,-1.498,1.235,0.775,-4.483,2.521,3.877,1.998,2.577,2.472,2019
968,ROU,Romania,Percent change,,,-0.5,-5.8,-5.612,-12.927,-8.766,1.528,3.932,7.138,3.948,-6.053,-4.818,-1.15,2.921,5.218,5.703,2.341,10.428,4.668,8.029,7.234,9.307,-5.517,-3.901,2.007,2.077,3.515,3.411,3.872,4.801,7.111,4.437,4.08,-4.801,4.573,3.88,3.759,3.646,3.505,2019
922,RUS,Russia,Percent change,,,n/a,n/a,n/a,n/a,n/a,-8.7,-12.7,-4.1,-3.608,1.382,-5.345,6.351,10.046,5.09,4.744,7.349,7.176,6.376,8.154,8.535,5.248,-7.821,4.503,5.066,4.024,1.755,0.736,-1.973,0.194,1.826,2.536,1.342,-4.116,2.816,2.349,2.145,2.045,1.795,2019
714,RWA,Rwanda,Percent change,,,0.296,-5.706,0.419,-4.3,6.6,-10.378,-41.89,24.541,11.596,14.9,8.34,3.308,12.436,5.863,12.832,-2.859,7.654,9.438,14.99,6.96,1.71,8.588,5.97,9.024,8.595,5.89,7.803,8.873,5.973,3.987,8.578,9.397,1.985,6.315,7.956,8.581,7.08,6.068,2018
862,WSM,Samoa,Percent change,,,2.871,5.819,-6.444,-2.443,4.135,1.683,6.39,6.556,7.274,0.803,1.1,-0.636,5.093,7.39,5.652,5.213,3.087,6.639,2.132,0.486,3.556,-0.542,2.551,4.173,-4.089,-0.419,0.078,4.272,8.054,1.016,-2.168,3.549,-4.997,-1.519,2.658,2.178,2.178,2.178,2019
135,SMR,San Marino,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.52,8.998,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.103,-0.378,-10.134,-5.805,-8.522,-7.207,-0.817,-0.657,2.695,2.344,0.435,1.696,1.1,-11,5.67,2.94,1.446,0.562,0.5,2018
716,STP,São Tomé and Príncipe,Percent change,,,1.999,3.135,-2.153,1.201,0.7,1.1,2.2,2,1.5,0.996,2.5,2.5,0.448,2.4,2.377,6.573,3.832,7.094,9.116,3.254,8.186,2.426,6.672,4.398,3.142,4.815,6.55,3.798,4.172,3.871,3.028,1.302,-6.5,3,5.5,4.5,4.5,4.5,2019
456,SAU,Saudi Arabia,Percent change,,,13.109,-0.503,15.193,15.008,3.988,-1.364,0.559,0.212,2.637,1.104,2.893,-3.763,5.625,-1.211,-2.819,11.242,7.958,5.574,2.788,1.847,6.25,-2.059,5.039,9.997,5.411,2.699,3.652,4.106,1.671,-0.742,2.434,0.331,-5.435,3.099,3.444,2.547,2.631,2.637,2019
722,SEN,Senegal,Percent change,,,-0.592,3.978,-0.676,2.556,1.243,1.301,-0.017,5.363,2.012,3.124,5.899,6.347,3.199,4.581,0.655,6.683,5.871,5.623,2.462,4.938,4.056,2.093,3.563,1.458,5.117,2.822,6.614,6.367,6.356,7.407,6.363,5.287,-0.689,5.246,6.008,12.414,8.146,6.028,2019
942,SRB,Serbia,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.147,7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.44,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.59,1.776,3.34,2.049,4.392,4.187,-2.468,5.478,6.035,4.508,4.027,4.017,2019
718,SYC,Seychelles,Percent change,,,5.326,10.286,7.455,2.76,7.173,7.303,-2.437,0.485,9.998,12.194,2.467,1.872,4.253,-2.271,1.213,-5.887,-2.85,9.006,9.406,10.418,-2.141,-1.107,5.945,5.379,3.68,6.018,4.531,4.911,4.563,4.376,3.754,3.901,-13.778,4.172,5.55,4.828,4.173,3.961,2017
724,SLE,Sierra Leone,Percent change,,,2.058,4.952,1.611,-7.993,-9.646,0.054,3.5,-10.025,-24.787,-17.596,-0.837,-8.122,3.807,18.17,26.425,9.327,6.598,4.505,4.224,8.058,5.4,3.187,5.347,6.312,15.178,20.72,4.555,-20.493,6.354,3.771,3.458,5.351,-3.085,2.742,4.235,4.542,4.497,4.608,2018
576,SGP,Singapore,Percent change,,,11.264,10.159,9.821,6.689,6.64,11.463,11.098,7.201,7.471,8.32,-2.195,5.724,9.039,-1.069,3.915,4.536,9.82,7.359,9.005,9.022,1.868,0.121,14.526,6.338,4.462,4.837,3.938,2.989,3.243,4.337,3.438,0.733,-6.001,4.977,2.586,2.613,2.524,2.47,2019
936,SVK,Slovak Republic,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,6.206,7.872,6.941,4.445,4.076,-0.106,1.167,3.254,4.51,5.499,5.279,6.623,8.493,10.832,5.575,-5.456,5.721,2.865,1.896,0.671,2.752,4.822,2.123,3.046,3.897,2.399,-7.086,6.9,4.786,3.763,2.775,2.464,2019
961,SVN,Slovenia,Percent change,,,n/a,n/a,n/a,n/a,n/a,2.8,5.3,4.1,3.602,5.05,3.279,5.333,3.673,3.216,3.506,2.96,4.359,3.798,5.746,6.98,3.51,-7.549,1.344,0.861,-2.639,-1.029,2.768,2.21,3.122,4.833,4.118,2.443,-6.7,5.2,3.448,2.845,2.645,2.348,2019
813,SLB,Solomon Islands,Percent change,,,1.25,4.264,2.2,6,12.7,4,8.1,10.089,1.61,-0.914,1.292,-0.486,-14.277,-7.957,-2.8,6.523,6.667,5.526,4.874,4.442,5.806,2.569,8.616,7.267,1.865,5.332,1.05,1.417,5.873,5.347,3.943,1.193,-4.993,4.465,3.927,3.723,3.084,2.988,2019
726,SOM,Somalia,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,1.86,2.354,3.46,2.894,1.385,2.8,2.9,-1.5,2.9,3.2,3.4,3.6,3.9,2019
199,ZAF,South Africa,Percent change,,,4.2,2.395,-0.318,-1.018,-2.137,1.234,3.234,3.116,4.307,2.647,0.517,2.358,4.155,2.735,3.668,2.949,4.555,5.277,5.604,5.36,3.191,-1.538,3.04,3.284,2.213,2.485,1.847,1.194,0.399,1.415,0.787,0.153,-8,3,1.54,1.516,2.139,2.34,2019
733,SSD,South Sudan,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-52.429,29.329,2.918,-0.173,-13.475,-5.765,-1.931,0.87,4.111,-2.271,0.841,2.975,5.493,5.424,2018
184,ESP,Spain,Percent change,,,5.285,5.004,3.847,2.525,0.851,-1.314,2.335,4.122,2.421,3.865,4.469,4.745,5.053,3.936,2.727,2.984,3.118,3.656,4.104,3.602,0.889,-3.769,0.168,-0.814,-2.958,-1.437,1.382,3.837,3.028,2.895,2.354,1.977,-12.83,7.154,4.464,3.371,2.76,1.45,2019
524,LKA,Sri Lanka,Percent change,,,2.698,2.25,6.174,10.821,-3.135,7.477,8.036,6.051,12.162,10.291,-1.646,2.879,8.418,-1.948,3.727,5.94,5.445,6.242,7.668,6.797,5.95,3.539,8.016,8.405,9.145,3.396,4.961,5.008,4.487,3.578,3.306,2.283,-4.554,5.268,4.961,4.647,4.657,4.785,2019
361,KNA,St. Kitts and Nevis,Percent change,,,10.353,6.013,5.454,2.27,3.077,5.418,5.404,3.462,5.897,7.327,1.024,3.943,9.714,5.309,1.37,-3.936,3.996,9.734,3.15,0.601,6.12,-4.048,-0.608,1.827,-2.228,5.384,6.286,1.032,2.828,-1.978,2.924,2.842,-18.65,8,6.2,4.7,2.683,2.695,2019
362,LCA,St. Lucia,Percent change,,,13.899,8.983,9.89,0.376,7.952,0.583,1.599,1.749,2.922,-0.694,6.286,2.67,0.049,-3.409,0.417,4.264,7.268,-0.411,6.233,1.943,4.884,-1.848,0.506,4.803,-0.348,-2.198,1.306,-0.202,3.762,3.489,2.639,1.729,-16.897,7.206,5.911,4.61,1.838,1.841,2018
364,VCT,St. Vincent and the Grenadines,Percent change,,,13.169,3.274,4.806,2.221,7.096,3.589,-1.165,6.798,1.06,3.741,4.459,2.107,1.806,1.71,6.321,7.69,4.156,2.488,7.688,3.343,1.584,-2.099,-3.353,-0.419,1.382,1.833,1.214,1.33,1.897,1,2.163,0.4,-6.989,3.679,3.566,3.598,2.74,2.738,2019
732,SDN,Sudan,Percent change,,,4.292,1.423,0.838,7.024,5.541,2.75,3.514,8.86,5.465,6.057,8.242,4.235,8.385,10.867,5.941,6.289,5.136,5.648,6.531,5.735,3.847,-2.768,3.858,-3.214,-17.005,1.955,4.661,1.91,3.468,0.709,-2.295,-2.522,-8.38,0.758,1.352,2.706,3.647,4.542,2019
366,SUR,Suriname,Percent change,,,10.8,2.3,-1.5,-13.799,3.9,-2.2,-7,11.3,11.2,7,2.2,-0.9,-0.1,4.902,3.747,6.19,7.305,4.919,5.767,5.099,4.149,3.017,5.163,5.847,2.697,2.931,0.254,-3.414,-5.56,1.762,2.58,0.268,-13.08,1.49,1.97,2.81,2.99,2.09,2018
144,SWE,Sweden,Percent change,,,2.468,2.658,0.751,-1.103,-0.935,-1.829,3.93,3.935,1.579,3.071,4.312,4.247,4.766,1.449,2.197,2.31,4.337,2.859,4.663,3.439,-0.451,-4.34,5.952,3.195,-0.588,1.188,2.658,4.489,2.071,2.568,1.95,1.261,-4.716,3.467,2.942,2.361,2.08,2.039,2019
146,CHE,Switzerland,Percent change,,,3.311,4.392,3.566,-0.816,-0.168,-0.124,1.324,0.534,0.533,2.329,2.932,1.654,4.072,1.288,0.181,0.075,2.623,3.161,4.076,4.107,2.111,-2.229,2.874,1.834,1.006,1.879,2.482,1.265,1.711,1.864,2.739,1.248,-5.304,3.581,2.08,1.421,1.91,1.306,2019
463,SYR,Syria,Percent change,,,12.721,-6.067,10.358,10.727,13.246,7.409,5.534,5.423,2.966,-1.09,5.554,-3.121,2.295,3.68,5.897,-2.037,6.903,6.215,5.046,5.675,4.477,5.912,3.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
528,TWN,Taiwan Province of China,Percent change,,,8.024,8.722,5.541,8.372,8.31,6.814,7.503,6.499,6.177,6.051,4.205,6.732,6.314,-1.402,5.481,4.225,6.952,5.383,5.771,6.851,0.799,-1.613,10.245,3.674,2.222,2.484,4.719,1.466,2.165,3.311,2.745,2.709,0.048,3.224,2.146,2.102,2.057,2.056,2019
923,TJK,Tajikistan,Percent change,,,n/a,n/a,n/a,n/a,n/a,-11.099,-21.401,-12.498,-4.368,1.7,5.3,3.699,8.3,10.2,9.1,10.2,10.6,6.7,7,7.8,7.9,3.9,6.5,7.4,7.5,7.4,6.7,6,6.9,7.1,7.3,7.5,1,6,4.5,4,4,4,2018
738,TZA,Tanzania,Percent change,,,4.4,3.8,7.045,2.072,0.584,1.206,1.567,3.571,4.544,3.525,3.708,4.84,4.934,5.998,7.164,6.886,7.828,7.37,4.661,8.464,5.567,5.382,6.359,7.905,5.141,6.782,6.732,6.161,6.867,6.773,6.959,6.971,1.903,3.599,6.12,6.458,6.592,6.672,2018
578,THA,Thailand,Percent change,,,13.288,12.194,11.623,8.403,9.23,8.675,7.997,8.12,5.652,-2.754,-7.634,4.572,4.456,3.444,6.149,7.189,6.289,4.188,4.968,5.435,1.726,-0.691,7.513,0.84,7.243,2.687,0.984,3.134,3.429,4.066,4.151,2.355,-7.145,4.001,4.439,4.271,4.288,3.674,2018
537,TLS,Timor-Leste,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.348,-6.701,-2.182,0.4,3.019,-4.11,10.228,11.339,9.988,9.459,5.807,6.017,2.125,4.451,3.056,3.551,-3.799,-0.78,3.1,-6.8,4,4.8,2.4,2.6,2.55,2018
742,TGO,Togo,Percent change,,,10.124,4.1,5.897,-0.59,-3.207,-16.319,13.93,19.691,-3.871,3.803,-2.263,2.536,-0.968,0.823,3.827,6.72,-0.979,-4.666,2.65,-1.175,4.062,5.538,6.099,6.398,6.544,6.112,5.921,5.743,5.559,4.357,4.91,5.3,0,3,4.5,5,5.5,5.5,2016
866,TON,Tonga,Percent change,,,-3.5,1.1,4.7,5.9,-3.8,-0.1,1.979,7.93,0.09,-0.636,2.306,2.296,3.766,1.46,4.495,0.056,-1.885,-0.416,-2.194,-2.5,4.75,-5.199,0.803,6.818,0.823,0.312,2.019,1.172,6.571,3.322,0.302,0.732,-2.539,-3.546,4.016,3.008,2.451,1.812,2019
369,TTO,Trinidad and Tobago,Percent change,,,-3.92,-0.83,1.509,3.112,10.093,-0.669,3.567,3.81,7.134,7.523,8.125,8.025,6.901,3.698,7.152,13.878,7.328,5.895,14.181,4.255,3.286,-4.823,3.461,-0.192,-0.704,2.229,-0.913,1.823,-6.296,-2.312,-0.245,-0.002,-5.645,2.632,4.178,1.811,1.511,1.5,2018
744,TUN,Tunisia,Percent change,,,0.071,2.579,7.075,4.138,8.009,2.477,3.628,2.671,6.855,5.725,4.963,6.017,4.299,3.796,1.323,4.702,6.236,3.487,5.244,6.71,4.238,3.043,3.511,-1.918,4.089,2.822,2.873,1.184,1.229,1.919,2.715,0.981,-7.044,3.951,2.871,2.876,3.002,2.998,2019
186,TUR,Turkey,Percent change,,,2.121,0.253,9.255,0.926,5.984,8.042,-5.456,7.19,7.007,7.528,3.092,-3.298,6.933,-5.75,6.448,5.763,9.796,8.992,6.948,5.044,0.815,-4.823,8.427,11.2,4.788,8.486,4.94,6.084,3.323,7.502,2.959,0.917,-4.985,4.997,4.018,3.52,3.535,3.494,2019
925,TKM,Turkmenistan,Percent change,,,n/a,n/a,n/a,n/a,n/a,-10,-17.3,-7.2,-6.7,-11.3,6.7,16.499,18.587,20.391,15.768,17.095,14.692,13.04,10.967,11.057,14.747,6.133,9.16,14.72,11.051,10.163,10.346,6.453,6.2,6.47,6.153,6.342,1.777,4.647,4.728,4.812,4.896,4.98,2018
869,TUV,Tuvalu,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.452,7.712,-3.105,-1.676,-4.118,2.891,6.347,7.095,-4.132,-3.318,7.476,-3.884,4.91,1.178,9.23,5.885,4.6,3.662,6,-0.517,2.985,3.612,3.174,2.967,2.981,2018
746,UGA,Uganda,Percent change,,,8.294,6.403,6.497,1.778,5.85,6.686,7.694,9.174,6.595,4.62,6.074,7.953,3.941,8.765,7.057,6.159,5.803,10.007,7.049,8.064,10.428,8.069,7.484,7.677,2.333,3.938,5.745,6.837,0.359,7.262,6.141,6.659,-0.288,4.925,5.5,6.04,7.578,9.289,2019
926,UKR,Ukraine,Percent change,,,n/a,n/a,n/a,n/a,n/a,-14.2,-22.9,-12.2,-10,-3,-1.9,-0.2,5.9,8.8,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.46,0.224,0.002,-6.575,-9.788,2.417,2.466,3.405,3.233,-7.2,2.999,3.201,3.4,3.797,3.995,2019
466,ARE,United Arab Emirates,Percent change,,,-2.623,15.733,23.562,2.141,3.095,-0.029,7.363,6.58,5.34,8.553,0.791,3.751,12.329,1.284,2.478,8.813,9.577,4.867,9.831,3.231,3.215,-5.229,1.595,6.93,4.485,5.053,4.284,5.106,3.061,2.374,1.19,1.678,-6.567,1.349,2.201,2.563,2.568,2.573,2019
112,GBR,United Kingdom,Percent change,,,5.732,2.578,0.734,-1.103,0.401,2.49,3.846,2.531,2.492,3.855,3.645,3.428,3.437,2.974,2.324,3.286,2.374,3.18,2.788,2.431,-0.281,-4.248,1.95,1.54,1.479,2.14,2.608,2.355,1.918,1.892,1.341,1.463,-9.762,5.921,3.171,1.861,1.749,1.633,2019
111,USA,United States,Percent change,,,4.177,3.673,1.886,-0.108,3.522,2.753,4.029,2.684,3.772,4.447,4.481,4.753,4.127,0.999,1.742,2.861,3.799,3.513,2.855,1.876,-0.137,-2.537,2.564,1.551,2.249,1.842,2.526,3.076,1.711,2.333,2.997,2.161,-4.272,3.078,2.941,2.263,1.901,1.831,2019
298,URY,Uruguay,Percent change,,,1.467,1.104,0.297,3.539,7.932,2.658,7.281,-1.448,5.578,5.048,4.28,-2.965,-1.776,-3.461,-7.051,2.327,4.64,6.806,4.099,6.542,7.176,4.243,7.803,5.162,3.538,4.638,3.239,0.371,1.69,2.591,1.62,0.222,-4.5,4.3,2.5,2.8,2.6,2.4,2019
927,UZB,Uzbekistan,Percent change,,,n/a,n/a,n/a,n/a,n/a,-2.3,-5.2,-0.9,4.494,5.2,4.3,4.3,3.8,4.2,4,4.2,7.4,7,7.5,9.5,9,8.1,7.294,7.785,7.376,7.585,7.179,7.448,6.094,4.462,5.446,5.564,0.7,5,6,5.5,5.5,5.5,2019
846,VUT,Vanuatu,Percent change,,,-1.695,1.533,11.697,3.147,2.584,0.736,9.079,1.005,2.328,4.907,1.176,0.337,5.925,-3.398,-5.198,4.288,3.987,5.305,8.465,5.174,6.449,3.313,1.629,1.223,1.755,1.969,2.304,0.163,3.467,4.418,2.9,3.265,-8.286,4.281,3.91,3.3,3.2,3,2018
299,VEN,Venezuela,Percent change,,,6.51,-13.92,6.468,9.73,6.06,0.275,-2.349,3.952,-0.198,6.371,0.294,-5.97,3.687,3.394,-8.856,-7.755,18.287,10.318,9.872,8.754,5.278,-3.202,-1.489,4.176,5.626,1.343,-3.894,-6.221,-17.04,-15.671,-19.621,-35,-25,-10,-5,n/a,n/a,n/a,2018
582,VNM,Vietnam,Percent change,,,5.1,7.8,5.047,5.809,8.7,8.078,8.834,9.54,9.34,8.152,5.765,4.774,6.787,6.895,7.08,7.341,7.789,7.547,6.978,7.129,5.662,5.398,6.423,6.413,5.505,5.554,6.422,6.987,6.69,6.94,7.076,7.017,1.6,6.7,7.44,7.24,6.931,6.63,2019
487,WBG,West Bank and Gaza,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.118,1.215,14.668,14.334,8.281,-8.556,-9.311,-12.488,14.016,21.924,11.291,-0.997,3.788,7.429,8.593,5.777,9.601,6.096,4.699,-0.158,3.721,8.865,1.419,1.227,0.949,-11.98,8.189,5.057,2.041,2,2.001,2019
474,YEM,Yemen,Percent change,,,n/a,n/a,n/a,6.293,8.208,4.002,6.722,5.669,4.635,5.231,6.007,3.776,6.182,3.804,3.935,3.747,3.973,5.592,3.17,3.338,3.648,3.866,7.702,-12.715,2.393,4.824,-0.189,-27.995,-9.375,-5.072,0.752,2.1,-5,0.5,2.5,6.695,6.374,6.217,2019
754,ZMB,Zambia,Percent change,,,9.271,-3.658,-0.579,-0.666,2.052,-0.077,-13.309,2.898,6.219,3.814,-0.386,4.65,3.897,5.317,4.506,6.945,7.032,7.236,7.904,8.352,7.774,9.22,10.298,5.565,7.598,5.057,4.698,2.92,3.757,3.524,4.035,1.442,-4.831,0.583,1.051,1.214,1.231,1.21,2018
698,ZWE,Zimbabwe,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.111,-4.231,-0.454,-7.704,-16.224,-6.27,-7.413,-3.556,-3.401,-16.323,7.396,19.683,14.197,16.658,1.975,2.383,1.791,0.742,4.704,3.497,-6.541,-10.378,4.158,2.485,2.16,2.16,2.16,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
